,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,Rank Description,RATEG,Full RATEG Description,Full RATEG Division,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Error,Deck?,Fault,High/Low,Event Description,Continue,anomaly,(Y/S) drop incident due to lack of information for interpretation,Human Involved?
259,47945,4/27/1998 12:00:00 AM,A,1998.0,1A,N,N03362,INDEPENDENCE,CV,51608,F018C,Y,E,21999,,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09076,AIRCRAFT CRASHED INTO WATER FOLLOWING PILOT EJECTION DURING FCF.      ,86179,411,G6,TEST FLIGHT,OTHER,,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
260,47945,4/27/1998 12:00:00 AM,A,1998.0,1A,N,N03362,INDEPENDENCE,CV,51608,F018C,Y,E,21999,,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09076,AIRCRAFT CRASHED INTO WATER FOLLOWING PILOT EJECTION DURING FCF.      ,86180,411,XB,TEST FLIGHT,PERSONNEL INJURED,,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
261,48452,7/28/1998 12:00:00 AM,C,1998.0,2C,,,,,52146,F018C,Y,E,22166,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,EXTERNAL DROP TANKS JETTISONED FROM AIRCRAFT.                         ,87502,4ZZ,XM,NO FURTHER BREAKDOWN,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
262,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22168,35.0,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87537,41Z,B3,NO FURTHER BREAKDOWN,WATER; UNCONTROLLED,M,FATAL,,,,Low,Destruction,,,,No
263,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22168,35.0,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87538,41Z,G3,NO FURTHER BREAKDOWN,DUE TO LOSS OF FLIGHT CONTROL,M,FATAL,,,,High,Destruction,,,,No
264,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22168,35.0,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87539,41Z,XB,NO FURTHER BREAKDOWN,PERSONNEL INJURED,M,FATAL,,,,High,Destruction,,,,No
265,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22168,35.0,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87536,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,M,FATAL,,,,High,Destruction,,,,No
266,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52151,F014B,N,E,22170,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,90749,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
267,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52151,F014B,N,E,22170,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,90750,41Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
268,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22169,27.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87537,41Z,B3,NO FURTHER BREAKDOWN,WATER; UNCONTROLLED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
269,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22169,27.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87538,41Z,G3,NO FURTHER BREAKDOWN,DUE TO LOSS OF FLIGHT CONTROL,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
270,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22169,27.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87539,41Z,XB,NO FURTHER BREAKDOWN,PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
271,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52150,F014B,Y,E,22169,27.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,87536,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
272,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52151,F014B,N,E,22171,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,90749,41Z,A1,NO FURTHER BREAKDOWN,MIDAIR WITH AIRCRAFT IN SAME FLIGHT,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
273,48456,7/30/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,52151,F014B,N,E,22171,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09718,MID AIR COLLISION WHILE CONDUCTING ROUTINE FLIGHT OPS - 1 FATAL.      ,90750,41Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
274,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22195,29.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90030,51L,P1,CASE I; VFR APPROACH,FLIGHT CONTROLS,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
275,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22195,29.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90031,51L,DA,CASE I; VFR APPROACH,LOSS OF FLIGHT CONTROL NOT ELSEWHERE CODED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
276,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22195,29.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90032,51L,G3,CASE I; VFR APPROACH,DUE TO LOSS OF FLIGHT CONTROL,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
277,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22195,29.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90033,51L,B3,CASE I; VFR APPROACH,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
278,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22195,29.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90034,51L,XB,CASE I; VFR APPROACH,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
279,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22194,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90030,51L,P1,CASE I; VFR APPROACH,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
280,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22194,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90031,51L,DA,CASE I; VFR APPROACH,LOSS OF FLIGHT CONTROL NOT ELSEWHERE CODED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
281,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22194,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90032,51L,G3,CASE I; VFR APPROACH,DUE TO LOSS OF FLIGHT CONTROL,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
282,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22194,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90033,51L,B3,CASE I; VFR APPROACH,WATER; UNCONTROLLED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
283,48505,8/8/1998 12:00:00 AM,A,1998.0,1A,,,,,52202,F014B,Y,E,22194,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09053,ACFT CRASHED IN WATER WHILE IN LANDING PATTERN. 2 SUCCESSFUL EJECTIONS,90034,51L,XB,CASE I; VFR APPROACH,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
284,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22324,42.0,H,O05,CDR,Commander,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90695,52Z,K5,NO FURTHER BREAKDOWN,"TO TOUCHDOWN, INTENTIONAL",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
285,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22326,36.0,H,E06,PO1,Petty Officer 1st Class,AW1,Aviation Anti-Submarine Warfare Operator Petty Officer 1st Class,Aircraft Upkeep,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90695,52Z,K5,NO FURTHER BREAKDOWN,"TO TOUCHDOWN, INTENTIONAL",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
286,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22323,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90695,52Z,K5,NO FURTHER BREAKDOWN,"TO TOUCHDOWN, INTENTIONAL",M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
287,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22325,27.0,D,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90695,52Z,K5,NO FURTHER BREAKDOWN,"TO TOUCHDOWN, INTENTIONAL",M,ONE OR MORE LOST WORK DAYS,,Yes,Other,Low,Machine Damage,,,,No
288,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22324,42.0,H,O05,CDR,Commander,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90693,325,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
289,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22324,42.0,H,O05,CDR,Commander,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90694,947,XB,"RUNWAY, TAXIWAY, END ZONE",PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
290,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22326,36.0,H,E06,PO1,Petty Officer 1st Class,AW1,Aviation Anti-Submarine Warfare Operator Petty Officer 1st Class,Aircraft Upkeep,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90693,325,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
291,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22326,36.0,H,E06,PO1,Petty Officer 1st Class,AW1,Aviation Anti-Submarine Warfare Operator Petty Officer 1st Class,Aircraft Upkeep,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90694,947,XB,"RUNWAY, TAXIWAY, END ZONE",PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
292,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22323,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90693,325,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
293,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22323,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90694,947,XB,"RUNWAY, TAXIWAY, END ZONE",PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
294,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22325,27.0,D,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90693,325,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,ONE OR MORE LOST WORK DAYS,,,,Low,Machine Damage,,,,No
295,48763,9/23/1998 12:00:00 AM,C,1998.0,1C,N,N03369,DWIGHT D EISENHOWER,CVN,52476,S003B,Y,E,22325,27.0,D,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09226,NOSE GEAR DEPARTED AIRCRAFT ON CAT LAUNCH.                            ,90694,947,XB,"RUNWAY, TAXIWAY, END ZONE",PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Machine Damage,,,,No
296,48773,9/24/1998 12:00:00 AM,C,1998.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,52486,F018C,Y,E,22357,27.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09092,LEFT ENGINE FODDED BY IN-FLIGHT DEPARTURE OF DOOR 14 LEFT.            ,88283,51Z,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
297,48773,9/24/1998 12:00:00 AM,C,1998.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,52486,F018C,Y,E,22357,27.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09092,LEFT ENGINE FODDED BY IN-FLIGHT DEPARTURE OF DOOR 14 LEFT.            ,88284,51Z,X3,NO FURTHER BREAKDOWN,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
298,48773,9/24/1998 12:00:00 AM,C,1998.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,52486,F018C,Y,E,22357,27.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09092,LEFT ENGINE FODDED BY IN-FLIGHT DEPARTURE OF DOOR 14 LEFT.            ,88285,51Z,P8,NO FURTHER BREAKDOWN,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
299,48773,9/24/1998 12:00:00 AM,C,1998.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,52486,F018C,Y,E,22357,27.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09092,LEFT ENGINE FODDED BY IN-FLIGHT DEPARTURE OF DOOR 14 LEFT.            ,88286,51Z,PD,NO FURTHER BREAKDOWN,AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
300,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22453,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89206,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
301,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22453,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89207,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
302,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22455,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89206,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
303,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22455,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89207,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
304,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22452,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89206,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
305,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22452,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89207,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
306,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22454,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89206,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
307,49172,12/10/1998 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,52899,EA006B,Y,E,22454,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N53807,PORT OUTBOARD SLAT DEPARTED AIRCRAFT DURING CASE I LAUNCH.            ,89207,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
308,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22564,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118537,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
309,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22564,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118538,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
310,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22563,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118537,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
311,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22563,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118538,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
312,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22565,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118537,335,X7,AIRCRAFT LAUNCHED FROM CATAPULT,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
313,49426,2/7/1999 12:00:00 AM,C,1999.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,53173,EA006B,Y,E,22565,,H,O03,LT,Lieutenant,,Unknown,Unknown,N53807,STARBOARD OUTBOARD SLAT DEPARTED AIRCRAFT ON CASE I LAUNCH FROM CVN   ,118538,335,P1,AIRCRAFT LAUNCHED FROM CATAPULT,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
314,49460,2/12/1999 12:00:00 AM,C,1999.0,2C,N,N03365,ENTERPRISE,CVN,53208,F018C,Y,E,22574,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09478,THREE EXTERNAL DROP TANKS JETTISONED IN TARGET AREA.                  ,90315,44Z,X0,NO FURTHER BREAKDOWN,"ACFT W/O DAMAGE, CAUSED DAMAGE TO OR INJURY IN ANOTHER ACFT/PERSON",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
315,49460,2/12/1999 12:00:00 AM,C,1999.0,2C,N,N03365,ENTERPRISE,CVN,53208,F018C,Y,E,22574,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09478,THREE EXTERNAL DROP TANKS JETTISONED IN TARGET AREA.                  ,90316,44Z,XM,NO FURTHER BREAKDOWN,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
